long,lat,id,nombre,linea,linea_2,ramal,barrio,comuna,localidad,partido
-59.1734876,-34.6006273,188,Jáuregui,Sarmiento,F.C.D.F.S., Moreno - Mercedes,,,,
-58.997844,-34.5984003,210,La Fraternidad,Sarmiento,F.C.D.F.S., Moreno - Mercedes,,,General Rodr\u00edguez,General Rodr\u00edguez
-58.8284581,-34.6397171,218,La Reja,Sarmiento,F.C.D.F.S., Moreno - Mercedes,,,La Reja,Moreno
-58.9220842,-34.616072,226,Las Malvinas,Sarmiento,F.C.D.F.S., Moreno - Mercedes,,,General Rodr\u00edguez,General Rodr\u00edguez
-59.0567847,-34.5846051,231,Lezica y Torrezuri,Sarmiento,F.C.D.F.S., Moreno - Mercedes,,,,
-59.1050924,-34.5776869,247,Luján,Sarmiento,F.C.D.F.S., Moreno - Mercedes,,,,
-59.4336661,-34.6574937,268,Mercedes,Sarmiento,F.C.D.F.S., Moreno - Mercedes,,,,
-59.2553985,-34.6279272,290,Olivera,Sarmiento,F.C.D.F.S., Moreno - Mercedes,,,,
-58.893542,-34.6227343,310,P. Marín,Sarmiento,F.C.D.F.S., Moreno - Mercedes,,,General Rodr\u00edguez,General Rodr\u00edguez
-59.0874075,-34.5774242,401,Univ. Luján,Sarmiento,F.C.D.F.S., Moreno - Mercedes,,,,
-58.6465457,-34.7714637,154,González Catán,Belgrano Sur,F.C.G.B., Buenos Aires - Gonzalez Catán,,,Gonz\u00e1lez Cat\u00e1n,La Matanza
-58.6173412,-34.7607983,178,Independencia,Belgrano Sur,F.C.G.B., Buenos Aires - Gonzalez Catán,,,Gonz\u00e1lez Cat\u00e1n,La Matanza
-58.5063521,-34.7105416,181,Ingeniero Castello,Belgrano Sur,F.C.G.B., Buenos Aires - Gonzalez Catán,,,Aldo Bonzi,La Matanza
-58.58425,-34.7506533,209,Laferrere,Belgrano Sur,F.C.G.B., Buenos Aires - Gonzalez Catán,,,Gregorio de Laferrere,La Matanza
-58.6020446,-34.7564804,256,María Eva Duarte,Belgrano Sur,F.C.G.B., Buenos Aires - Gonzalez Catán,,,Gregorio de Laferrere,La Matanza
-58.5307279,-34.7223687,321,Querandí,Belgrano Sur,F.C.G.B., Buenos Aires - Gonzalez Catán,,,Ciudad Evita,La Matanza
-58.188026,-34.8332066,168,Gutiérrez,Roca,F.C.G.R., Temperley - Gutiérrez,,,Juan Mar\u00eda Guti\u00e9rrez,Berazategui
-58.2132652,-34.8250279,367,Santa Sofía,Roca,F.C.G.R., Temperley - Gutiérrez,,,Bosques,Florencio Varela
-58.8984676,-35.1154841,402,Uribelarrea,Roca,F.C.G.R., Plaza Constitución - Lobos,,,,
